Idade,Renda,TempoDeRelacao,TicketMedioInvestido,QtdProdutosNaCarteira,PerfilRisco,Pais,TaxaJuros,HistoricoInvestimentoESG,EngajamentoESG,ConhecimentoESG,PreocupacaoAmbiental,AcessouPagESG,LeuArtigoESG,ParticipouWebinarESG,AssessorESGAtivo,NPS_ESG,ValorAlocadoESG,ESG_Label
51,12081.668668851673,27,1677544.727923809,2,1,Alemanha,13.75,0,0,1,1,0,0,0,0,0,181668.3538416268,0
20,6137.30457063162,85,1919875.086600551,19,2,Brasil,13.75,0,4,3,3,1,0,0,1,1,662973.8471561074,1
67,4923.798785042405,13,1214851.004614456,8,1,Brasil,5.0,0,2,1,2,1,0,0,0,2,142541.70127401766,0
29,13466.985631569029,55,1058569.5409358204,16,1,EUA,5.0,1,12,4,5,0,1,0,1,9,154284.4403113316,1
18,10464.501034676869,17,45206.92701108514,8,1,Brasil,13.75,0,3,1,1,0,0,0,0,1,12505.229719691046,0
61,12809.121630484877,75,153477.14760885807,10,0,Brasil,2.0,1,8,3,2,1,1,1,1,6,44642.06792684663,1
22,11928.4200919666,59,320648.94529842655,16,1,Alemanha,13.75,0,7,2,1,0,1,1,0,5,57815.002487146034,1
47,8094.39980534481,10,118972.26306735988,5,1,Brasil,13.75,1,11,5,5,1,0,0,1,8,30693.0080347398,1
47,11818.982792142655,33,807717.8452218036,19,1,Brasil,13.75,0,4,1,1,1,0,1,1,3,148198.11723341682,0
34,7067.594779940579,78,680388.3048263557,6,0,Brasil,2.0,0,7,1,2,0,0,0,0,3,124158.59516349582,0
65,17563.889432005602,37,1278334.7741581018,10,1,Brasil,13.75,1,13,5,5,0,0,0,1,7,424495.23202976224,1
64,6576.118620560144,8,1075973.5647874714,5,1,Brasil,13.75,0,2,3,3,0,0,1,0,1,299930.1013304649,0
40,11216.858916125675,33,1195981.8111818407,19,1,Brasil,13.75,1,11,3,2,0,0,0,0,8,274292.9775947147,1
32,7830.913647811007,7,949234.6338459316,19,2,Brasil,13.75,0,2,1,2,0,0,0,0,2,148765.33355166853,0
54,14281.684693443181,34,562696.9256229717,13,0,EUA,5.0,0,1,2,3,0,0,0,0,0,99594.80807682675,0
38,10674.274514873989,71,1906122.3767434894,15,1,Brasil,2.0,0,1,2,1,1,0,0,1,1,626525.6441791912,0
31,9925.33312151516,7,181954.22792267654,8,1,Brasil,2.0,1,8,5,4,0,1,1,1,6,43369.89938800106,1
19,15412.806180206218,41,1878393.0889359612,11,0,Brasil,5.0,0,6,3,4,1,0,0,0,5,443983.77767284616,0
28,12117.722366710208,118,629363.713260822,1,0,Brasil,5.0,0,6,1,1,0,0,0,0,5,118836.43083350883,0
68,14066.577783743869,100,1030196.2762809219,4,1,Alemanha,2.0,1,14,4,3,0,1,1,1,9,132150.7976461861,1
56,8074.69625393014,55,226596.22242681682,13,2,Brasil,13.75,1,9,5,5,1,0,0,1,7,51377.0084635347,0
55,6380.732224289973,7,151152.82605830845,7,1,Brasil,13.75,0,4,2,2,1,0,0,1,3,50699.551804862596,0
51,12428.831848160535,84,864795.4429500197,7,1,Brasil,13.75,0,3,3,4,1,0,0,0,2,231279.14878139773,0
55,10724.614578021075,18,1485977.7789955596,6,0,Brasil,13.75,1,12,4,4,1,1,0,0,7,280172.5517795505,1
67,14505.738689815777,109,546035.9073216124,8,2,Brasil,2.0,0,2,2,3,1,0,0,0,2,164333.0700957885,0
51,11680.366189349801,43,1129072.2989812868,12,1,Brasil,13.75,1,12,5,4,1,0,0,1,8,365079.85024114576,1
35,12820.30135693852,105,564514.1776404085,18,1,EUA,13.75,0,4,2,3,1,0,0,0,1,97106.67873648582,1
47,5506.469880235026,78,783339.9911771512,15,2,EUA,5.0,0,0,2,2,0,0,0,0,1,138484.0228916399,0
32,19553.747758457026,40,1813828.1737629112,16,0,EUA,2.0,0,2,2,2,0,1,1,0,2,480343.5305732601,0
44,11343.032059871872,53,1713120.85473489,1,1,EUA,13.75,0,0,3,4,0,0,0,0,0,396616.2100378451,0
68,14790.347881356796,14,1036874.9114010833,10,0,Brasil,5.0,1,12,3,4,0,1,1,0,7,206311.3896475708,0
51,8655.633319121494,21,483830.19866943674,15,0,EUA,13.75,0,5,2,3,0,1,0,0,4,72854.9086041333,0
69,13232.039608869363,113,394435.9863387154,13,1,Brasil,13.75,0,5,2,3,1,0,1,0,3,68240.58722926598,0
55,6788.620945901019,57,1908633.8325410713,19,0,Brasil,13.75,1,12,5,5,0,1,1,1,8,322952.70902998047,1
50,13808.271353038685,91,413406.0270562682,13,1,Brasil,13.75,1,13,5,5,1,1,1,1,7,48311.79883456599,1
41,10576.10366245667,46,1618254.938715953,9,0,Brasil,13.75,0,1,3,3,0,0,1,0,0,186899.24975532343,0
32,12116.76201574227,26,744250.7169757192,16,1,Brasil,5.0,0,6,2,3,1,0,0,0,4,172951.47008653122,0
47,14791.89612052039,91,1971463.0966408942,14,0,Brasil,13.75,0,6,3,3,1,0,1,0,5,556094.1563933356,0
59,7069.838755118879,24,742629.9233219478,9,1,Alemanha,13.75,0,0,3,2,0,1,0,0,0,115283.29504289659,0
68,9262.033077548811,5,709518.083572345,18,0,EUA,13.75,1,14,3,4,1,1,1,0,9,211543.24751261654,1
34,13829.297124347062,42,1278552.62146647,4,2,Brasil,2.0,0,0,2,2,0,0,0,0,1,445784.0779047594,0
22,20392.885898186985,102,1923418.4451873703,12,1,Brasil,13.75,1,9,3,4,1,0,0,0,5,575866.3870290337,1
46,11447.670661354074,92,1952657.1155349014,5,1,Brasil,13.75,1,12,4,5,0,1,0,1,8,376004.25438202027,0
21,14364.54447169573,106,1417340.2314693006,11,2,Brasil,13.75,0,3,3,3,1,0,0,0,2,423047.7245913236,0
27,11572.11412056608,43,1511666.6676163438,5,0,Brasil,2.0,0,0,1,2,0,0,0,0,0,321455.58020354743,0
34,19768.982379025198,32,1131170.3301863251,19,0,EUA,2.0,0,3,1,1,0,0,0,0,3,198929.60411403436,0
27,5011.113332138978,88,1513993.7208733405,7,0,Brasil,13.75,0,7,2,2,1,0,1,0,5,284455.3227141441,0
34,12378.484178677432,6,1720961.5133912882,4,1,Brasil,13.75,1,13,4,4,0,0,0,1,9,458557.4734879784,1
37,5497.823865751756,74,977329.6533580963,8,2,Alemanha,2.0,1,13,5,4,1,1,1,0,9,107834.78848345892,1
41,2000.0,110,1243525.903031905,6,0,Brasil,5.0,0,4,2,1,0,0,0,0,3,391206.59727465967,0
22,13189.848212471266,116,1079260.223513765,6,2,Brasil,2.0,0,6,3,3,0,0,1,0,5,279055.53184007586,0
51,12557.991184589835,67,1129316.5209220676,4,1,Brasil,13.75,1,9,3,2,1,1,1,1,6,371495.2697419705,1
23,10860.652249031195,7,1781195.3406491424,14,0,Brasil,2.0,0,0,3,2,0,0,0,1,0,458440.7398131436,0
19,11575.223639840988,29,717677.4921090847,3,2,EUA,13.75,0,5,3,2,0,0,0,0,2,209756.21587398765,0
30,24393.19773628503,34,424286.2109452422,10,2,Brasil,13.75,0,2,2,3,0,0,1,0,1,112301.77606703016,1
60,10967.299447874262,7,917997.419444522,6,2,Brasil,13.75,1,9,4,5,1,1,1,1,5,231809.2932751707,1
60,14040.4974450003,81,424089.5290577177,18,1,Brasil,13.75,0,5,1,1,0,0,1,0,2,128848.99322630385,0
65,9402.540721544476,77,1001816.847067418,10,0,EUA,5.0,0,4,2,2,1,0,1,0,2,175516.69670393615,1
28,13180.930300162412,58,1807981.1296605465,9,1,Brasil,13.75,1,8,3,4,1,1,0,0,4,184103.72942700653,1
68,11047.06529977753,85,1238692.705760131,16,1,Brasil,13.75,0,6,3,4,0,0,0,0,3,263953.24032735714,0
64,10357.92606908108,31,1712311.3780731247,4,1,Alemanha,13.75,1,9,5,5,0,0,0,1,5,402611.62949332217,0
40,19275.5941288013,73,340719.9300348685,11,1,EUA,2.0,0,0,3,3,0,1,0,1,0,79475.13604596828,0
33,16708.739852737355,45,1802738.4491489818,12,1,EUA,13.75,1,12,3,4,1,0,1,0,9,186669.27506572398,1
48,12546.986589596923,47,1207556.4571701605,19,0,Brasil,13.75,1,11,3,2,1,1,0,0,8,294635.8555682618,1
28,2783.1522562241335,77,73201.9795935548,10,1,Brasil,13.75,0,4,2,2,0,0,0,0,3,16386.205946217382,0
33,10555.963106989722,81,1269906.7210172233,7,2,Alemanha,5.0,0,5,3,3,0,0,0,0,4,329287.3172849897,0
25,22812.110257620334,72,1903279.9429592267,7,0,Brasil,13.75,0,3,1,1,0,0,0,0,1,663743.4254639624,0
21,11077.353333441168,73,167542.33094597052,18,1,Brasil,13.75,0,2,1,1,0,0,1,1,2,26232.151353006848,0
57,16412.87028821463,73,1169087.6996344486,3,0,Brasil,13.75,1,11,4,4,1,0,1,0,6,125676.60918977049,1
21,17767.769607810405,40,1831802.4197107323,12,1,Brasil,2.0,1,10,3,4,1,0,0,0,7,631009.1746953868,1
42,12875.8556634239,112,29293.384985405373,14,1,Brasil,2.0,0,1,1,1,1,1,0,0,1,8129.102567978611,0
20,8632.71347252739,116,1265516.723666988,2,0,Brasil,13.75,1,12,4,3,0,0,0,1,7,206780.71041521052,1
49,2258.7506728684457,30,955055.5607436157,9,0,Brasil,13.75,0,7,2,3,0,0,0,0,3,329257.57292526774,0
20,14736.652834435818,62,700508.7441107351,10,1,Brasil,13.75,0,6,2,2,0,0,0,1,5,87002.8372436391,0
44,8740.975988705808,71,1258797.6149912984,6,1,Brasil,5.0,0,7,1,1,0,1,0,1,5,225288.00582473355,0
46,12704.601807550769,17,114877.16822895968,17,0,Brasil,13.75,0,4,1,1,0,1,0,0,3,23076.869491720343,0
49,7000.718641642544,103,1508595.4621119264,15,2,Brasil,13.75,0,6,2,3,0,0,0,0,3,317488.07418508886,0
67,10939.049838119192,102,18914.159070218175,1,1,Brasil,13.75,0,4,3,4,0,0,0,0,1,3801.4077136916194,0
68,12134.876219604213,5,620802.1301467809,13,0,Brasil,2.0,0,6,2,2,1,0,0,0,3,120195.16409555225,0
36,13074.374324177192,81,1012877.6889925101,10,2,Brasil,13.75,0,7,2,2,0,0,0,0,3,176369.80942468508,0
38,7540.711250590343,104,760274.2786274379,12,0,Brasil,13.75,0,7,3,4,1,0,0,1,5,200149.55544332482,0
22,16787.64379504541,1,621877.1110591091,16,0,Brasil,5.0,0,1,1,2,0,0,0,1,0,201962.46415684224,0
35,9612.420861072114,80,1663361.9394815112,2,2,Brasil,13.75,0,6,3,3,0,1,0,0,3,479633.77330895554,0
45,5302.122158187019,81,1870316.8228010987,3,0,Alemanha,5.0,1,10,3,4,1,1,0,1,5,282282.996680673,1
59,11563.906320146145,94,1748688.2429627185,8,2,Brasil,13.75,1,8,4,4,1,1,0,1,5,187154.96693864797,1
39,12137.50123610584,31,1049638.3129694993,15,2,EUA,13.75,1,9,3,4,1,0,1,1,6,234180.91910562708,1
38,12642.35773268704,35,1769486.7086350312,19,1,Brasil,5.0,0,4,1,1,1,0,1,0,3,518566.83075655816,0
23,17448.529614740317,109,1842514.514711272,18,0,Brasil,13.75,1,9,3,2,1,0,1,1,7,596863.8492668207,1
18,11054.204653056562,72,824384.4101244494,1,0,Brasil,13.75,0,3,3,2,1,1,0,1,3,155245.318396661,1
22,11521.521502524914,112,574057.2604158364,19,0,Brasil,13.75,0,0,1,1,0,1,0,0,1,124550.90250799531,1
58,7587.262475067626,120,205547.75956850743,2,2,Brasil,2.0,1,12,3,2,1,1,0,1,9,22887.685389733484,1
29,15282.214011551587,30,963392.9228879658,5,1,Brasil,5.0,0,5,3,2,0,0,0,1,3,142085.8283594062,0
43,12737.236256312413,103,1893130.8716724983,18,0,EUA,13.75,0,0,2,3,0,1,0,0,0,540808.6991846593,0
63,10319.88909082335,85,1126205.9808600384,16,1,Brasil,13.75,0,6,1,1,0,1,0,1,5,199368.50742522284,0
51,4381.3012261381455,15,1338448.5825544815,10,0,Brasil,13.75,0,3,3,2,0,0,0,0,2,308311.2920452559,0
66,17777.64878022035,120,234638.7987987767,3,0,Brasil,13.75,0,0,1,1,0,1,0,1,1,42574.46354394254,0
31,7089.280142175771,98,295604.13164308993,10,0,Brasil,13.75,0,5,1,1,0,0,0,0,2,44873.456154326486,0
43,9634.887962521178,56,934301.7912997484,13,1,Brasil,13.75,0,3,1,1,0,0,0,0,3,291080.5154167126,0
62,13433.378044304012,60,1903016.9499776142,10,0,Brasil,5.0,0,3,3,2,0,1,0,0,3,485122.4896606371,0
44,7213.768285533254,27,727961.4367671425,11,1,Brasil,13.75,1,11,4,5,1,0,0,0,6,150033.56688295622,1
26,6025.960886987426,2,1756193.2422218916,7,0,Alemanha,13.75,1,11,5,5,1,1,0,1,6,552279.291156753,1
43,3504.20966919734,74,249374.30091716594,2,1,Brasil,13.75,1,9,4,4,1,1,0,1,5,30155.337475846023,1
64,14883.987811622543,64,1237864.241798083,19,1,Brasil,13.75,0,6,1,1,0,1,0,0,5,181354.45482253705,1
39,9819.255021094712,5,1205219.8240519313,18,0,Brasil,13.75,1,10,5,5,0,1,0,1,7,135792.00699002555,1
64,23709.08036989332,91,1721150.7526398343,11,1,Brasil,13.75,0,2,1,1,1,0,1,0,0,300233.38462067215,0
47,8022.579737476506,68,16600.241765753995,17,1,EUA,13.75,0,0,1,1,0,0,0,1,1,4958.8963911350775,0
60,8314.195906284314,111,387964.0177231686,3,0,Brasil,13.75,0,4,2,2,0,0,0,1,2,96367.01971168182,0
65,9738.428118858394,13,447178.37460466864,12,1,Brasil,13.75,1,14,3,3,1,0,0,0,9,78125.66682448688,1
34,12972.538620553956,81,1900432.5153005673,2,1,EUA,13.75,1,12,3,4,1,1,0,1,9,603783.6032261656,1
43,10119.186644858755,85,315850.37597709097,1,1,Brasil,13.75,1,8,3,2,0,1,0,0,5,58977.3296792046,1
53,14449.328856010048,23,83555.07693891515,9,1,Brasil,13.75,1,14,3,2,1,1,0,1,8,12562.926132872715,1
18,8085.646440045382,97,1073578.374536198,19,2,Alemanha,13.75,0,4,1,1,0,0,0,0,2,330419.29071492073,0
25,6473.633126145675,50,1061831.3402430264,8,1,Brasil,5.0,0,7,3,3,0,0,1,0,5,319599.3491337224,0
66,4807.14104236357,79,1689653.4610820499,9,0,EUA,13.75,0,7,1,2,1,1,0,1,5,401112.33800206275,0
52,3105.703328251213,78,1898230.703853826,7,2,Alemanha,2.0,0,7,2,3,0,1,0,0,5,323160.473254878,0
69,9927.723922099773,73,1081705.4298588608,4,1,Brasil,13.75,0,0,3,4,0,0,0,0,0,226470.11939184225,0
32,10796.078750427112,108,1860688.4230151144,16,2,EUA,13.75,1,14,3,2,1,0,0,0,10,325857.79937894334,1
64,9474.251890067266,37,1453066.711086661,6,0,Brasil,13.75,0,5,3,2,0,0,0,0,4,178494.33579440825,0
39,16973.623188748646,30,536472.6647112141,18,1,EUA,13.75,0,1,2,1,0,0,0,0,0,58240.8525414127,0
31,16912.12083843254,93,1857557.2147784133,2,1,Brasil,13.75,0,5,3,3,0,1,0,1,4,278518.427087117,0
43,10660.788050221992,23,1338211.9206019307,11,1,Alemanha,13.75,0,1,3,2,1,0,0,1,0,358568.46269954846,0
45,4824.315547232148,34,834050.9061578412,5,2,Brasil,5.0,0,3,1,2,0,0,0,0,1,127072.07988615775,0
40,9733.179567779789,119,1363681.7481886921,17,1,Brasil,5.0,0,6,3,2,1,0,0,0,3,433406.1510302159,0
31,9600.714424331754,64,808612.5272100642,5,1,EUA,13.75,0,0,2,2,0,0,0,0,0,214179.11919321053,0
41,9371.460150887768,55,237225.69829603893,3,1,Brasil,13.75,0,3,2,3,0,0,1,1,3,31825.41747010671,1
19,9209.12438440702,71,1440767.7068820307,19,0,Brasil,13.75,0,7,1,2,0,0,0,0,4,431908.5984122274,0
62,9386.14841710077,117,1649934.34821978,8,1,Brasil,13.75,1,12,4,5,1,1,0,0,9,408834.4618415255,1
43,10453.833536408962,9,1460324.3360485816,11,0,Brasil,13.75,0,4,1,2,0,0,0,0,3,446160.96618481184,0
31,9457.835604737773,114,465938.1888357863,3,0,Brasil,13.75,0,7,1,2,1,1,0,0,4,86862.29696720425,0
68,12833.290034502368,4,1913703.6768204498,3,0,EUA,13.75,1,14,3,4,1,0,0,1,8,573137.2092285408,1
24,13441.474863619444,66,60256.57776540028,1,1,Brasil,13.75,0,6,3,4,1,0,0,0,3,15192.455986027537,0
20,8357.41965127004,120,672043.7417775247,13,1,Brasil,13.75,0,1,2,2,0,0,0,0,0,218336.18633980674,0
64,17084.261304028136,91,527583.944724442,10,1,EUA,13.75,1,10,5,5,0,0,1,1,7,167204.48866383027,1
40,8079.750792637544,33,105771.19295355343,6,1,Brasil,13.75,0,4,2,1,0,0,0,0,3,30084.71899308527,0
63,5528.797544738652,32,817402.0890474502,11,1,Brasil,13.75,0,2,1,1,1,0,0,0,0,92990.01634185108,0
60,13523.112285460207,44,1249998.5319239213,8,0,Brasil,13.75,0,5,1,1,0,0,0,0,2,208008.96565179783,0
64,8730.367462342641,109,1766280.1983353517,19,2,Brasil,13.75,0,4,2,3,1,0,0,0,3,380177.4587989542,0
62,13285.165883029553,110,1979482.5352210253,11,0,Brasil,13.75,1,8,3,3,1,0,0,1,5,320023.8623387884,1
35,2385.3255955978784,37,1618098.2769447523,6,2,Brasil,13.75,0,1,1,1,0,0,0,1,0,409162.1265158452,0
55,17569.82376593227,91,942674.2322385213,12,1,Brasil,13.75,0,7,2,3,0,0,0,0,3,101457.47718736538,0
52,14689.173632161608,92,1450171.807674391,18,0,Brasil,13.75,1,9,5,5,0,1,0,0,7,400161.8915761278,0
68,5998.093803347993,67,1688811.339293385,3,1,Brasil,13.75,0,7,1,1,0,0,0,1,3,169409.62161535252,1
32,6084.891504614858,60,935961.3208731759,13,0,Brasil,13.75,0,4,2,1,0,0,0,0,1,319508.03541687975,0
42,18689.06361639011,59,1572258.3237107447,4,0,Alemanha,13.75,1,9,4,3,1,0,0,1,7,335806.27139399434,1
54,9050.480386008167,36,970478.3124426247,9,1,Brasil,13.75,1,12,3,4,0,1,0,0,7,224737.22831074972,0
45,8663.260605069505,49,779127.0218446782,16,1,Brasil,13.75,1,13,3,3,1,0,0,1,8,82243.518651775,1
27,2935.791623402869,51,1056920.7671896848,12,0,Brasil,5.0,0,2,1,2,1,0,0,1,0,329961.1517072905,1
56,10596.887177593784,107,1354950.9278780182,7,1,Brasil,13.75,0,1,2,2,1,1,0,0,1,408125.9813964397,1
34,11089.121540656988,8,1456495.2920740088,12,2,Brasil,13.75,0,0,3,3,0,1,0,0,0,219204.3690666877,0
56,14861.972387077942,108,719905.1750952946,8,1,Brasil,13.75,0,4,2,2,1,0,0,1,3,85990.22471849405,0
39,6403.686287262098,50,1146927.3005965094,15,0,Brasil,13.75,0,5,2,2,0,0,0,0,2,205057.88007173987,0
43,5918.852831037561,114,1820643.0394200897,2,0,Brasil,13.75,1,12,3,4,1,1,0,1,9,208982.60960209626,1
61,13803.850539105908,41,1952862.6712201731,11,0,Brasil,13.75,0,6,1,1,0,1,0,0,4,232013.85501290727,0
42,16026.92028490826,101,462223.7014560695,5,1,Brasil,13.75,0,1,3,3,1,0,0,0,1,56089.68433898883,0
34,5715.390595528467,117,393734.01976954954,6,1,Brasil,13.75,0,4,3,3,1,0,0,1,3,79478.72233642435,0
30,16326.056345198966,113,1356604.4105230107,19,1,Brasil,5.0,0,4,2,2,1,0,0,0,2,441242.04024419264,0
37,12150.167365947285,109,835220.9327886533,14,0,Brasil,2.0,0,5,2,1,0,1,0,0,3,96709.11389502589,0
42,16367.221356298582,38,58202.4534520927,7,0,EUA,13.75,0,3,1,2,0,0,0,0,1,16840.843221746007,0
21,11719.118553929533,120,700255.1225880954,12,2,Brasil,5.0,0,1,3,3,0,0,1,0,0,70886.55406564908,0
27,2000.0,86,1615422.0395097816,17,1,Brasil,13.75,0,2,3,3,0,0,1,0,1,440917.07648906775,0
20,11392.130470735845,78,1596879.5914625332,4,2,Brasil,13.75,0,0,1,1,0,0,0,0,1,354946.9682087902,0
58,16240.57527468508,79,994423.446144998,10,2,Brasil,13.75,0,4,2,3,0,0,0,1,3,147420.46240297385,0
62,8425.015923665142,55,950430.0904261953,1,2,Brasil,2.0,1,13,4,5,1,0,0,0,9,302574.8436706244,1
35,10448.140124370191,110,1163219.8104444111,4,0,Brasil,13.75,0,1,2,1,0,0,0,0,1,292392.6010582803,0
64,11295.465985796087,68,446599.45402151626,13,0,Brasil,13.75,0,4,2,1,0,0,1,0,3,145270.62118681314,0
53,2000.0,18,1056826.8135330013,6,0,Alemanha,5.0,0,0,3,3,0,0,0,0,0,294867.16816010786,0
64,18685.390301749903,65,31982.256512730288,15,2,Brasil,13.75,0,6,3,3,1,0,0,1,4,4719.338708245993,1
39,8394.497280411302,64,956363.5140184361,14,1,EUA,13.75,0,7,3,3,0,0,0,0,5,159452.56180983936,0
51,14022.941729891196,12,678741.5820386792,3,1,Brasil,5.0,1,8,5,5,1,1,1,0,5,184034.6301458978,1
64,11653.195455407165,118,1352990.5157482827,19,2,EUA,13.75,0,7,3,3,0,0,0,0,4,315184.63392445113,0
25,17030.47622543744,41,1280323.6324637288,6,2,Brasil,13.75,0,0,2,2,0,0,1,0,0,334890.2566551114,0
57,13624.224489712324,42,767863.4015637899,2,1,Brasil,13.75,0,7,3,3,0,0,0,0,4,206505.10333811122,0
66,11060.3029139161,117,24473.23314239722,9,0,Brasil,13.75,0,1,1,1,1,1,0,1,0,4858.809557125919,0
61,8425.93962992288,60,512024.5224959713,13,0,EUA,5.0,0,6,1,1,1,1,0,0,5,172910.26811041057,1
36,15191.402805528556,50,1270362.221876433,18,1,Brasil,2.0,0,4,1,1,1,0,1,0,3,338598.76055221393,0
59,4506.2347841815335,81,154022.95260483402,12,2,Brasil,13.75,0,7,3,4,0,0,0,0,5,41219.073696270934,0
58,14583.56168110357,83,224208.41944859305,4,2,Alemanha,13.75,0,1,1,1,0,1,0,0,0,27264.59704988339,0
54,7603.8209937805095,36,1297599.6988885035,7,0,Brasil,13.75,0,4,2,2,0,0,1,0,1,258698.2796608473,0
23,17009.13464782656,48,1513977.1278890916,12,0,Brasil,13.75,0,4,3,4,0,0,0,0,2,510510.5494852474,0
69,12645.19817065078,71,649883.9189452971,11,1,Brasil,13.75,1,13,5,5,0,1,0,0,9,113913.1366704337,1
43,14576.495071400435,73,984449.4003779581,7,1,Brasil,5.0,0,3,1,2,1,0,0,0,3,154733.87992169274,0
51,12327.955255298877,8,1891965.6163174806,10,0,EUA,5.0,0,4,1,2,0,1,0,0,2,311893.8357150028,0
62,4990.491619436013,25,1891631.6887301793,9,1,Brasil,13.75,0,5,1,2,1,0,0,0,4,219027.1261761606,0
23,8557.083346418647,7,621930.5211822259,2,2,Brasil,13.75,0,4,3,2,0,0,0,0,1,126230.0335990704,0
54,14689.55735044553,106,1621875.8712840097,5,2,Brasil,13.75,0,7,2,3,0,0,0,0,5,455710.7615362161,0
50,12666.623269439377,8,1191948.6650856491,10,1,Brasil,13.75,0,1,3,4,1,0,0,0,0,269818.0281766887,0
39,16723.95962122269,88,1951214.1417672562,14,1,Brasil,2.0,0,7,3,3,1,0,1,1,4,583473.3489066452,0
38,13613.098252148688,81,960451.003725082,16,0,Brasil,13.75,0,0,2,1,1,1,0,0,0,118390.99635377043,1
23,8133.192437189361,76,1551666.6673509674,2,1,Alemanha,13.75,0,1,3,2,0,0,0,0,0,400651.57289754896,0
23,8815.743449117464,110,1538592.8879335932,19,0,Brasil,5.0,1,9,5,5,0,1,1,1,6,382721.7857957029,1
65,12411.66956209295,31,999891.4065898216,9,0,Brasil,13.75,0,3,1,1,0,0,0,0,3,242085.03841419882,0
21,2743.8237359995783,12,1593303.9274516425,14,0,Alemanha,13.75,0,4,1,1,1,0,0,0,1,331899.41860089015,0
47,18693.76754249194,57,529470.263280923,15,1,Brasil,13.75,1,12,3,4,1,1,0,1,9,179069.7880552971,1
28,13766.986945510229,66,253283.54221755546,19,2,Brasil,2.0,1,14,5,5,0,0,0,1,10,27078.522406264325,1
47,16908.13838819549,12,856075.8518640794,8,2,Brasil,5.0,0,0,1,2,0,0,0,0,0,282934.45918484475,0
48,5677.584236763324,27,1887825.0067008336,15,1,Brasil,13.75,0,3,3,4,0,1,0,0,1,623320.1516014945,0
41,16978.260641421024,46,1006481.7703230322,8,1,EUA,13.75,0,3,1,1,1,0,0,0,3,351546.31869085145,1
26,20925.995644110993,7,1274165.6859073846,4,0,Brasil,13.75,0,4,1,1,0,1,0,1,2,394446.8887177911,0
20,6716.48657849073,61,1252083.2872566718,6,1,Alemanha,13.75,0,3,3,2,0,0,0,0,1,413586.5027063155,0
68,15085.607179615066,58,273820.00586636557,11,1,EUA,13.75,0,0,2,1,0,0,0,0,0,35501.39572673827,0
48,12004.439778749173,58,786690.7959306485,12,1,EUA,13.75,0,6,2,3,1,0,0,0,5,245722.91087218758,1
57,5822.264607007023,13,1416808.556114531,9,0,Brasil,13.75,0,1,1,1,0,0,0,0,0,216505.17987716894,0
54,13971.53588740748,53,1944260.2961756452,18,1,Brasil,13.75,1,12,4,4,1,0,0,1,9,441409.61519126286,1
53,15334.412819349393,100,344355.29921108205,17,0,Brasil,13.75,1,11,3,3,1,1,1,0,8,88587.48246487607,1
41,9595.493789324613,65,826779.3617748413,3,0,Brasil,13.75,0,2,3,2,0,0,0,0,1,165729.29892660008,0
48,16663.666081020892,49,199236.66160743142,13,1,Brasil,13.75,0,6,3,3,0,1,0,0,4,40591.289149789816,0
23,5332.946372843209,35,492329.15470201947,6,0,EUA,5.0,1,14,4,4,1,1,0,1,8,66644.15221353159,1
19,6020.9754142014235,94,759751.093219039,14,1,Brasil,5.0,1,14,3,4,0,1,0,0,10,170913.70243003702,1
37,12546.38958235501,95,1085880.0634251772,1,1,Brasil,5.0,0,7,3,3,0,0,0,1,3,301851.1720954496,0
45,12101.541111889086,17,468828.0956557711,4,0,Brasil,13.75,0,7,2,2,0,0,0,0,4,53771.84505341816,0
28,9133.70604630358,72,462849.6957455846,18,2,Brasil,13.75,0,6,2,3,1,0,0,0,3,82912.78020320444,1
21,15238.377743887544,67,1557881.6584890056,11,2,Brasil,2.0,0,6,2,3,0,0,0,1,3,518953.13764764566,0
32,14123.577256863797,10,1925656.9092642937,11,0,Brasil,13.75,0,0,1,1,1,0,0,0,0,427273.0717486303,0
23,15432.556283736063,34,653989.8058253978,8,1,Brasil,13.75,0,4,3,4,0,0,0,0,2,195687.55259563593,0
66,11507.45425859093,86,1379104.1170850035,4,1,Brasil,13.75,0,5,2,2,1,1,0,1,2,158323.488462927,0
47,14410.321071913364,4,523580.11810226226,2,1,Brasil,13.75,0,3,3,2,0,0,0,1,3,146561.0001218904,1
55,10217.398787880022,96,1856624.9873816078,1,2,EUA,2.0,0,4,2,1,0,0,0,0,3,615867.9485999318,0
68,20215.274760346383,29,1349075.6967291427,10,0,EUA,13.75,0,3,3,4,0,1,1,0,1,374372.2630253781,0
19,8749.816919512057,46,1607326.9407287643,17,1,Brasil,13.75,1,8,4,5,1,1,1,0,4,208263.91158850136,0
32,20421.18971783325,75,108214.54596633797,7,2,Brasil,2.0,0,5,1,2,1,0,1,1,3,31214.42486234445,1
28,12139.551788357634,46,1201026.876798843,7,1,Brasil,13.75,1,13,4,5,1,1,1,1,9,239097.83771268663,1
25,6497.956441725029,77,1059948.5394031806,13,0,Brasil,13.75,0,1,1,1,0,1,0,0,1,250082.16082346835,0
43,17472.317401954402,59,593063.8447539487,1,0,EUA,13.75,0,4,2,2,0,1,0,0,1,172675.51340929337,0
68,12503.605553579837,61,532235.6702640629,1,0,Alemanha,5.0,0,4,1,1,0,0,0,0,2,62456.19132973796,0
62,15404.496393520953,68,1164249.3566107699,13,0,Brasil,13.75,0,4,3,4,0,0,0,0,3,343667.9605729948,0
