Idade,Renda,TempoDeRelacao,TicketMedioInvestido,QtdProdutosNaCarteira,PerfilRisco,Pais,TaxaJuros,HistoricoInvestimentoESG,EngajamentoESG,ConhecimentoESG,PreocupacaoAmbiental,AcessouPagESG,LeuArtigoESG,ParticipouWebinarESG,AssessorESGAtivo,NPS_ESG,ValorAlocadoESG,ESG_Label
61,10848.37569252832,32,701654.5939658764,9,1,Brasil,13.75,0,1,1,1,0,0,0,0,1,0.0,0
64,12980.154657261624,28,1065768.4251230478,11,1,Brasil,13.75,0,4,1,2,0,1,0,0,1,0.0,0
27,10920.192412699344,53,1222230.813948685,12,0,EUA,5.0,0,7,1,2,0,0,0,1,4,0.0,0
47,5826.196227257012,31,1222633.7859332655,11,2,Brasil,13.75,0,0,2,1,0,0,1,0,0,0.0,0
42,18376.711824816048,8,1455781.7091078977,13,1,EUA,2.0,1,12,4,3,0,0,1,1,8,51934.18339446843,1
56,12414.152615796702,72,1326787.164357989,8,1,EUA,13.75,0,7,3,3,0,0,1,0,4,0.0,0
37,17724.608471046966,98,146058.04982807377,14,2,Brasil,13.75,1,12,3,4,0,1,0,0,8,82947.19364566977,1
22,10959.854999278221,87,920120.5816387235,18,2,Brasil,13.75,1,9,4,5,0,1,0,1,5,83622.4322002002,1
18,8479.952073236946,74,1331402.9973727586,14,1,Brasil,13.75,0,5,1,2,0,0,0,0,2,0.0,0
47,13076.72368102064,101,599026.0345098,16,1,EUA,13.75,0,3,2,1,1,0,0,0,1,0.0,0
66,11136.851494687122,112,632982.8075606155,15,0,Brasil,13.75,0,3,1,1,1,0,0,0,2,0.0,0
20,7288.954168034568,25,257889.42003168492,7,2,Brasil,13.75,0,6,2,3,0,1,0,0,4,0.0,0
62,17879.137035149983,115,843043.8220899622,8,2,Brasil,13.75,0,4,2,2,0,0,0,0,3,0.0,0
31,9510.919108424016,33,1973792.5642692875,6,1,Alemanha,13.75,1,10,4,5,1,0,0,0,7,99800.28405059043,0
47,4638.934460817726,109,577785.5289631943,13,1,Alemanha,13.75,1,14,4,4,1,1,1,1,9,82343.56465774211,1
67,17312.664215829333,68,1067559.4164453351,17,1,EUA,13.75,0,4,2,3,0,1,0,0,2,0.0,0
21,9982.807936749507,7,1489042.1330303778,8,0,Brasil,13.75,0,3,3,2,0,0,0,0,3,0.0,0
35,9568.704429537502,97,36859.56905969862,11,1,Brasil,13.75,0,3,1,2,0,0,0,0,3,0.0,0
54,4938.449651880104,66,1801874.7236006148,17,0,Brasil,5.0,0,0,1,1,1,0,0,0,1,0.0,0
42,18963.76594638796,112,779234.8676026276,9,1,EUA,13.75,0,0,2,2,0,0,1,0,0,0.0,0
65,6842.07765116125,46,1739540.8135548546,2,0,Brasil,13.75,0,6,1,2,1,1,0,0,5,0.0,1
18,12233.7979228226,96,87505.8412099613,10,1,Brasil,13.75,0,5,3,2,0,0,0,0,2,0.0,0
63,15650.481290161762,5,299870.46820871497,14,1,EUA,2.0,0,6,3,3,0,0,0,0,3,0.0,0
32,13686.867732012388,110,651833.6144103428,2,0,Brasil,13.75,0,0,3,2,0,0,0,0,0,0.0,0
26,11761.382752031233,17,697468.9283959247,5,0,EUA,5.0,1,11,5,5,0,0,0,1,7,34669.19510221026,1
32,5193.336566850335,76,1697110.503825753,17,1,Brasil,13.75,0,7,1,2,0,0,0,0,3,0.0,0
66,8761.100656930865,52,32290.219622588058,8,0,Brasil,13.75,1,12,3,2,1,1,0,0,9,24838.731401689,1
41,12751.201352170088,12,1285812.4351746624,18,1,EUA,13.75,1,9,3,4,0,1,1,1,7,70756.17550703145,1
21,8851.303720052016,62,271311.747995315,8,1,EUA,13.75,0,6,3,4,0,1,0,0,4,0.0,1
29,12813.437839995071,35,1648199.1449149884,12,1,Brasil,13.75,0,7,3,4,0,0,0,0,4,0.0,0
54,14726.973635260567,62,1559360.7992562456,14,1,Brasil,2.0,1,10,3,3,0,1,0,1,5,50381.876787422116,1
54,15850.011543200406,21,1004842.8445482892,3,1,EUA,5.0,0,4,1,1,1,0,0,0,1,0.0,0
60,7095.282568749267,85,433247.5787696266,14,0,EUA,13.75,0,4,2,3,0,0,0,1,1,0.0,0
23,20786.584219915814,66,1272645.828021457,4,1,Alemanha,13.75,1,13,5,5,0,0,0,1,9,75905.93804519881,0
56,15069.917378216522,53,320954.0521387148,1,1,Brasil,13.75,1,11,5,5,0,0,0,0,7,47375.58883246806,0
63,11993.143385323745,21,388147.3472593804,9,1,Brasil,5.0,0,7,1,1,0,0,0,0,4,0.0,0
41,16358.146332306562,15,1257112.9054284617,14,0,EUA,13.75,1,8,4,3,1,1,0,1,5,47653.02276118062,1
28,21461.631087999893,75,1982544.6077163625,10,1,Brasil,5.0,1,10,4,4,1,1,0,1,5,71359.49370323514,1
30,6245.119595772522,74,1783211.0661325671,18,0,Brasil,13.75,0,6,3,3,0,0,0,0,3,0.0,0
51,11098.949430034585,82,1190283.6417905174,10,0,Brasil,13.75,0,6,2,1,0,0,0,1,5,0.0,0
42,2486.273360506686,23,1081688.1698471732,7,1,Brasil,13.75,0,4,1,1,0,0,0,0,3,0.0,0
24,12770.6061305921,31,1996785.911216136,8,0,Brasil,13.75,0,1,1,1,0,0,0,1,1,0.0,0
69,13461.576967700563,54,1099320.3237914485,14,1,Brasil,13.75,0,6,1,1,1,1,0,0,5,0.0,0
21,11843.351538228962,55,846031.8786992935,4,2,Brasil,13.75,0,3,2,2,0,0,0,0,1,0.0,0
25,9381.86571600676,120,1820015.5161929294,11,0,Brasil,5.0,0,1,3,2,1,0,0,0,0,0.0,0
37,3801.9419352466994,26,476026.7487798836,10,1,EUA,13.75,1,9,4,5,0,0,0,0,7,46818.24058359856,0
46,13494.134733647075,53,204076.72069064985,17,2,Brasil,13.75,1,11,5,5,0,0,1,1,7,94893.13468866993,1
68,17821.737935661302,66,1271839.1683800423,5,0,Brasil,13.75,0,3,1,2,0,0,0,1,1,0.0,0
62,9635.926177066272,39,200740.7711998105,10,1,Alemanha,13.75,0,3,3,3,1,0,0,0,2,0.0,0
63,13760.23971609258,7,752565.5885363907,10,0,Brasil,13.75,0,5,3,4,0,0,0,0,4,0.0,0
27,5727.422746319798,88,852918.9973076239,7,1,Brasil,13.75,0,6,2,1,1,1,0,1,3,0.0,0
60,13828.852254770056,39,1099600.753427974,17,1,EUA,13.75,0,1,1,1,0,0,0,0,0,0.0,0
51,10426.470809021372,32,1983402.496038445,12,1,EUA,13.75,0,4,2,1,0,0,1,1,2,0.0,0
43,8950.328197588342,26,449753.62943302974,5,1,Brasil,13.75,1,13,5,5,0,0,0,1,9,68826.44696234274,0
58,8958.545435135478,87,757755.1932287549,5,1,EUA,13.75,0,0,1,2,0,0,1,0,1,0.0,0
66,10425.55367186796,78,273157.84757720947,4,0,Brasil,13.75,0,1,1,1,0,1,0,0,1,0.0,0
20,13529.733262770142,29,1219150.916806137,7,2,Brasil,13.75,1,10,4,4,1,1,0,0,7,69807.80732579669,1
23,6751.347195217929,25,1458069.6327925888,2,0,EUA,13.75,1,10,4,3,1,0,0,0,7,81690.06829686258,1
22,10411.538673728588,56,969332.8782393989,1,0,Brasil,13.75,0,0,3,2,0,1,0,1,0,0.0,0
22,11834.112888003408,31,499204.2238970424,10,2,Alemanha,13.75,0,1,3,2,0,0,0,0,0,0.0,0
64,7603.843101872563,66,1245567.6556716778,1,2,Brasil,13.75,0,7,2,3,0,0,0,0,5,0.0,0
40,19186.660806700067,2,1082923.8695040105,13,1,Brasil,13.75,0,4,1,2,0,1,0,0,1,0.0,0
66,8586.018079754635,87,350659.5895733983,17,0,Brasil,13.75,0,3,3,3,0,0,0,0,3,0.0,0
26,9322.252345466039,47,817306.9819992392,9,2,Brasil,13.75,0,5,3,2,0,0,0,0,2,0.0,0
52,8086.768200710008,75,876042.2123540379,4,1,Brasil,2.0,0,2,1,1,0,0,0,0,0,0.0,0
37,19193.92034855247,29,1965409.3300051515,9,1,Brasil,2.0,1,9,4,4,1,0,0,1,6,30661.55644233944,0
66,14211.620914397927,106,1700078.8059894883,7,2,Alemanha,13.75,1,9,3,4,1,1,1,1,5,68759.34534474573,0
59,8253.631975025432,99,1471397.8686644516,2,0,EUA,13.75,0,0,3,3,0,0,0,0,0,0.0,0
52,16424.926235439874,49,1778666.2807508653,18,1,Brasil,13.75,0,3,3,3,0,0,0,0,1,0.0,0
67,12802.794777155514,73,1473613.9675991428,15,1,Brasil,13.75,0,2,3,2,0,0,0,1,2,0.0,0
35,13029.013684446007,32,1807769.6917002094,10,1,Brasil,13.75,0,5,1,1,0,0,0,0,3,0.0,0
34,10622.09116499019,30,118560.69861022088,17,0,EUA,2.0,0,7,2,2,0,0,0,0,3,0.0,0
41,9002.336052172108,15,917571.756441164,7,0,Brasil,13.75,0,5,1,1,0,0,0,0,2,0.0,0
20,13351.064396218406,62,1496327.6871312489,11,1,EUA,13.75,0,4,2,3,0,1,0,0,1,0.0,0
49,9819.651080017638,78,1170758.635253927,7,0,Alemanha,13.75,1,14,4,4,1,1,0,1,8,73290.69348128377,1
52,19267.02251830042,115,358580.6666600655,11,0,Brasil,13.75,0,4,1,1,0,0,0,0,3,0.0,0
55,6922.835579027584,17,687579.2521917832,15,1,Brasil,2.0,1,8,4,5,0,1,0,0,6,45316.188757112635,1
30,18144.62709141978,22,642371.0063031156,19,0,Brasil,13.75,0,2,3,4,0,0,0,0,1,0.0,0
64,11554.724604808798,116,530080.3572368287,19,0,EUA,13.75,1,8,3,2,0,1,0,1,6,26550.362656425215,1
42,13196.342936084424,30,692839.7514927925,10,0,Brasil,13.75,1,11,3,2,1,0,0,0,8,36610.836235207506,1
26,15332.631066517739,81,1034558.0440376308,16,2,EUA,5.0,0,5,2,2,1,0,0,1,2,0.0,0
21,9479.002819982255,16,1711189.3593187192,8,0,EUA,13.75,1,11,4,5,1,1,0,1,7,63351.971558885045,1
31,15456.993538794546,52,1486644.998163575,1,1,Brasil,13.75,1,12,3,3,1,1,0,0,9,11464.788996650022,1
54,2000.0,8,1672146.910992305,2,1,Brasil,13.75,0,4,1,1,0,0,0,0,2,0.0,0
51,9120.041867112242,64,1768371.4516805417,10,1,Brasil,13.75,1,11,5,5,1,1,0,1,8,51759.858755348214,1
28,8303.748770635739,39,838139.4076342385,10,0,Brasil,13.75,0,7,3,4,1,0,0,0,3,0.0,0
58,6985.975950512953,31,698592.3052132269,10,2,Brasil,13.75,0,0,1,1,0,0,0,0,1,0.0,0
20,11140.180647684196,12,124670.529551482,9,1,Brasil,13.75,0,4,1,1,0,0,0,0,3,0.0,0
45,13542.99987272678,33,1861678.3275341042,18,0,EUA,5.0,0,4,3,4,0,0,0,0,3,0.0,0
46,14810.639993997223,58,140987.80569690643,2,1,Alemanha,13.75,1,12,4,5,1,1,0,0,7,48038.032997793256,0
26,12963.50702880163,12,1484859.6755872362,5,0,Brasil,2.0,0,0,1,2,0,0,0,0,0,0.0,0
20,9337.226140425813,25,762435.5258865185,11,1,Brasil,13.75,0,5,1,1,0,0,0,1,2,0.0,0
42,13476.065751300668,38,1898073.7412533807,6,1,Brasil,13.75,0,0,1,1,0,0,0,0,0,0.0,0
51,12497.142779403403,48,845008.0216589167,8,1,EUA,13.75,1,9,4,5,0,0,0,1,5,72580.96668640831,1
29,15744.224671744065,82,1635050.6191958857,8,1,Brasil,13.75,0,0,3,4,0,0,0,1,0,0.0,0
59,15107.746811726067,83,572483.1160057164,10,2,Brasil,13.75,0,2,2,3,0,0,0,1,1,0.0,1
26,12121.905655682516,55,605186.5473152549,11,1,Brasil,13.75,1,13,5,5,0,0,0,1,7,32518.39318862994,1
32,8410.987975354972,3,1195083.6256580842,19,1,Brasil,13.75,0,0,1,1,1,0,0,0,0,0.0,1
57,9388.199376671677,99,1995985.4410778729,14,1,Alemanha,5.0,0,1,2,1,1,0,1,0,0,0.0,0
42,9800.842561447866,69,1039969.1117786006,11,1,Brasil,2.0,0,6,1,2,0,0,1,0,5,0.0,0
22,10738.934664334976,35,1873254.1864226481,3,1,Alemanha,13.75,0,2,3,3,0,0,0,0,2,0.0,0
28,13072.201710359013,51,1574637.1582149684,1,2,Brasil,5.0,0,1,1,1,1,0,0,0,0,0.0,0
51,14860.697560512233,27,1593769.9852126974,3,2,Brasil,13.75,0,0,3,2,0,0,0,0,0,0.0,0
41,11795.52522793849,37,877560.3783662405,9,1,EUA,13.75,1,12,5,5,1,1,0,1,7,99179.54182847841,1
32,12064.499151601889,110,779219.0778438733,1,0,EUA,13.75,1,13,3,2,1,1,0,0,8,60078.02622163666,1
55,12573.225220000015,85,391924.39810072264,12,1,Brasil,13.75,0,6,2,3,0,0,0,0,4,0.0,0
25,9936.37874747064,16,1928243.1212974705,12,1,Brasil,13.75,1,8,4,4,1,1,1,0,6,19235.170576402823,1
22,8298.430969428176,92,1919193.2887632018,6,1,Brasil,13.75,0,7,2,3,0,0,0,0,3,0.0,0
65,4978.248410757161,25,1496664.7912772638,8,0,EUA,13.75,0,2,3,4,0,0,0,0,1,0.0,0
43,9219.40256769251,33,599542.3752068124,3,1,EUA,13.75,0,6,1,2,0,0,0,0,5,0.0,0
35,13892.581813071149,62,497907.2852811415,11,1,Brasil,13.75,0,5,1,1,1,1,0,0,3,0.0,0
23,9188.35424784173,17,1977334.3823500562,11,0,Brasil,2.0,0,0,2,3,0,0,0,0,1,0.0,0
54,11048.771850296242,43,142420.20206527322,5,2,Brasil,13.75,0,5,2,1,0,0,1,0,3,0.0,1
65,13865.725149649268,30,1688692.941361205,7,2,Brasil,5.0,1,13,4,5,1,0,0,1,9,81848.66252565081,1
30,14082.757985690674,41,717361.4209601246,19,1,Brasil,13.75,0,5,2,3,1,0,1,0,4,0.0,1
45,7681.868591335844,117,843550.7422571689,7,1,Alemanha,13.75,0,4,2,1,0,1,0,0,2,0.0,0
22,15988.237425814565,4,1665635.521010186,10,1,EUA,13.75,0,2,2,2,0,1,0,0,0,0.0,0
30,16509.400357421942,66,190300.00185066246,8,1,Brasil,13.75,0,0,1,1,0,0,1,0,1,0.0,1
34,7480.600571125761,60,714797.6602553118,14,1,Brasil,13.75,0,4,2,2,0,0,0,1,3,0.0,0
67,8704.652521435384,9,1904528.3115674504,1,1,Brasil,13.75,0,6,3,3,1,0,0,0,3,0.0,0
57,16764.362732584766,118,1401141.1664148003,13,0,Brasil,13.75,0,6,2,1,0,0,0,0,3,0.0,0
62,11412.585914978796,31,1512328.9379637218,6,1,EUA,13.75,1,12,3,3,1,1,0,1,7,41735.39034935242,1
49,3120.8882101925974,89,1517435.548901398,6,2,Brasil,13.75,0,2,2,3,0,1,0,0,0,0.0,0
46,6401.273981069255,101,130534.4654962496,5,0,Brasil,5.0,0,4,2,3,1,0,0,0,3,0.0,0
68,11002.521499310074,100,414383.11058825796,3,1,Brasil,13.75,0,2,2,1,0,0,0,0,1,0.0,0
20,7347.829398861592,119,987613.8796016115,12,1,Brasil,13.75,0,4,2,1,0,1,0,0,1,0.0,0
57,10346.304917454234,69,742618.9626259966,15,1,Brasil,5.0,0,2,3,3,0,0,0,0,2,0.0,0
51,12129.584854734316,24,827715.4633343784,3,0,EUA,13.75,0,2,3,3,0,0,1,0,2,0.0,1
57,17849.018416138915,24,1565080.2834650886,16,2,EUA,2.0,0,3,3,3,1,1,0,1,2,0.0,1
44,10838.184335088845,93,39211.677784793195,18,0,Brasil,13.75,1,12,4,5,1,1,0,0,8,68532.9004822993,0
30,16290.167198291036,114,1324378.9333792652,9,2,Brasil,13.75,1,10,4,3,1,1,0,1,6,90688.25887847159,1
62,17715.04064814708,45,10219.361285626692,8,0,Brasil,5.0,0,0,2,2,1,0,0,0,1,0.0,0
50,17737.238677408306,95,135486.46589672496,11,0,EUA,13.75,0,7,3,4,0,0,0,1,4,0.0,0
23,13139.018373542272,37,822489.3784768718,3,2,Brasil,5.0,0,5,2,2,0,0,0,1,3,0.0,0
41,4146.843408644103,58,1683487.5544115948,5,2,EUA,13.75,1,8,5,5,1,1,1,1,6,57082.996314668315,1
36,13843.299461615461,120,298541.57347327634,10,2,Brasil,13.75,0,4,3,4,1,0,0,1,1,0.0,0
33,16193.599551254163,83,1113696.604165937,5,0,Brasil,13.75,1,9,4,3,1,1,1,0,7,90535.25125605152,1
57,11675.731578258332,23,1360225.401385221,8,1,EUA,5.0,0,1,3,2,0,0,0,0,0,0.0,0
45,18978.335480300993,35,466770.43950259953,6,0,EUA,13.75,1,9,5,5,1,0,1,1,7,10838.878692537875,1
50,15439.334245869832,63,1029537.2079864701,16,0,Brasil,5.0,1,9,3,3,0,1,1,0,5,38329.15777846338,0
65,14273.093508611137,118,1823700.4934450027,12,0,Brasil,13.75,0,3,3,2,0,0,0,0,2,0.0,0
58,16345.522844823352,114,1029334.7654774102,17,0,Brasil,13.75,0,2,2,1,1,0,0,0,0,0.0,0
30,13333.479405043512,6,323072.8929574195,8,2,EUA,13.75,0,5,2,3,0,0,0,0,4,0.0,0
60,2028.7580024185863,6,1259350.450408214,4,0,EUA,2.0,0,6,2,2,1,0,0,0,3,0.0,0
62,10003.444194118538,120,1188478.358216943,17,1,Brasil,5.0,0,4,1,1,0,1,0,0,3,0.0,0
42,16788.672108991414,101,63639.97199828113,3,1,Brasil,13.75,1,11,3,4,1,0,1,1,8,95837.39142316219,1
59,8769.634639606817,30,190282.86743765755,18,0,Brasil,2.0,1,9,4,4,1,1,1,1,6,32821.275469756096,1
53,11106.109979052244,1,321994.89673061145,16,2,Brasil,2.0,1,12,5,5,1,1,0,1,7,68199.84825330134,1
44,7820.654744387715,63,281215.2643481211,2,1,EUA,13.75,1,14,3,3,1,1,1,1,9,55146.30139542636,1
55,19135.690380807075,8,526336.8834162569,13,2,Brasil,13.75,0,1,1,2,1,1,0,0,0,0.0,0
24,18725.96982967206,28,913669.5932387803,1,2,Brasil,13.75,0,0,3,2,0,0,0,0,1,0.0,0
22,8464.524419437083,89,749715.432818979,3,2,Brasil,13.75,0,3,1,1,0,0,0,0,1,0.0,0
60,12589.192001556336,33,1782393.283895148,1,1,EUA,13.75,0,1,3,3,0,0,0,0,0,0.0,0
62,9278.02380894381,53,1228097.7247186108,2,0,Brasil,2.0,0,6,1,1,0,0,0,0,5,0.0,0
68,14459.778556125511,38,1753527.2564240678,19,0,Brasil,13.75,1,10,4,5,0,0,1,0,5,29015.489021340894,1
48,14038.732308969316,52,1058808.2565860217,3,1,Brasil,5.0,0,7,1,1,0,0,1,0,4,0.0,1
40,15246.822286453062,78,188842.23667178652,1,1,EUA,2.0,1,12,5,5,1,1,1,0,9,99255.94498236456,1
59,13327.67379083155,11,931942.0236422053,9,2,Brasil,5.0,0,0,1,2,1,0,0,0,0,0.0,0
27,23741.624825553874,2,1645844.768216306,8,1,EUA,13.75,1,9,3,4,1,1,0,1,5,72279.24485400935,1
49,7888.304939957045,53,396266.4966625451,5,0,Brasil,13.75,0,6,2,2,0,0,0,0,5,0.0,0
60,5157.586582253943,94,191516.414717773,1,0,Brasil,5.0,0,7,3,2,0,0,0,0,3,0.0,0
47,10427.639197194154,94,665575.1292931376,15,0,Brasil,13.75,0,5,2,3,1,0,0,0,4,0.0,0
56,5728.04693775893,68,783906.6829738779,17,1,Brasil,5.0,0,0,1,1,0,0,0,0,1,0.0,0
48,6030.1509199760285,77,619452.7760477498,15,0,EUA,13.75,0,6,2,1,0,0,0,0,4,0.0,0
35,7994.741383208132,7,279129.16339286644,8,1,Brasil,13.75,0,4,2,2,0,0,0,0,1,0.0,0
53,8311.24437827349,102,509171.3208462119,3,1,Alemanha,5.0,1,8,4,3,0,1,0,0,6,28506.417982059385,1
19,8181.52759219976,67,1367741.9851581994,9,0,Brasil,13.75,1,11,4,3,1,0,0,1,8,82402.92701229594,1
31,14072.875801781647,9,777997.7474233962,14,1,Brasil,5.0,1,11,5,5,0,1,0,0,8,19214.919318873854,0
30,9975.243755658656,78,1268773.394790926,6,1,Alemanha,13.75,0,5,2,3,0,0,0,1,2,0.0,0
46,11281.941700510079,116,1077244.5220382777,4,1,EUA,13.75,0,0,2,3,0,0,0,0,0,0.0,0
29,15576.931098003739,63,1102615.3503167613,12,2,EUA,13.75,0,2,1,1,1,0,0,0,2,0.0,0
56,8934.709900874295,11,504613.620316114,3,0,Alemanha,13.75,0,4,1,2,1,0,1,0,3,0.0,1
19,10941.81640518111,37,1047870.6352086813,3,1,Alemanha,13.75,0,1,2,2,0,1,0,0,0,0.0,1
49,13463.039944371661,14,56953.48058777153,17,2,Brasil,5.0,0,4,3,3,1,0,0,0,3,0.0,1
30,4233.728797519115,19,869170.0472266031,6,1,Brasil,13.75,0,7,3,2,0,1,0,0,4,0.0,0
63,2460.3779641976707,8,1149519.418147931,15,1,Brasil,13.75,0,6,2,2,0,0,0,1,5,0.0,1
44,13384.46931519089,7,372171.2864946775,11,1,EUA,5.0,0,4,1,1,0,0,0,1,2,0.0,0
66,13968.057122267594,59,520551.42743541324,18,1,Brasil,13.75,0,4,2,2,1,0,0,1,3,0.0,0
58,20256.88053940964,63,446866.7294330826,3,0,Brasil,13.75,0,6,1,1,0,0,0,0,3,0.0,0
34,12632.37950346724,7,150410.33097819414,17,1,EUA,13.75,0,6,3,2,1,0,0,0,3,0.0,0
57,15278.95886903238,120,702236.0690687792,11,1,Brasil,13.75,0,4,2,2,0,0,0,0,2,0.0,0
48,11218.109425656105,55,1958141.8752393594,6,1,Brasil,5.0,0,0,2,3,0,0,0,0,0,0.0,0
51,13188.908886340345,3,714222.008862584,5,1,Brasil,13.75,0,2,1,1,0,0,0,0,0,0.0,0
41,18669.027366998136,67,926467.8774555816,10,1,Brasil,13.75,0,0,1,1,0,1,0,1,1,0.0,0
62,3504.028727497458,18,1309643.6294031867,2,1,Brasil,13.75,1,12,4,3,0,1,1,0,9,69716.6428179976,1
52,13654.465030286723,45,1300510.5248265231,15,0,Brasil,13.75,0,5,3,4,0,0,0,0,3,0.0,0
65,20542.346920309465,97,1900291.0102370621,11,0,Brasil,13.75,0,5,2,2,0,0,0,0,4,0.0,0
23,13128.13687683737,101,1716552.639394259,14,1,EUA,13.75,0,1,2,1,0,0,0,0,0,0.0,0
36,18602.29185293139,92,1589961.867339253,14,0,Alemanha,13.75,0,1,1,1,1,0,0,0,0,0.0,0
47,9483.15140188223,36,1903738.1792988381,3,1,Alemanha,13.75,0,2,3,4,0,1,0,0,0,0.0,1
24,11871.810023345146,16,469223.11711151147,16,1,Brasil,13.75,0,0,3,3,0,1,0,0,1,0.0,0
27,12134.09880955435,79,1237937.8472973672,14,0,EUA,13.75,0,1,2,1,0,1,0,0,0,0.0,0
58,3129.6356825649164,29,1775521.565777091,10,2,Brasil,13.75,0,0,3,4,0,0,0,0,0,0.0,0
49,7327.288688599199,59,1252034.9349734227,8,1,EUA,5.0,0,2,1,1,1,1,1,0,2,0.0,0
51,7612.499682464056,18,1955066.7444676703,12,0,EUA,13.75,0,2,1,1,0,1,0,0,0,0.0,0
45,15288.26431213011,49,209701.90067369424,5,0,Alemanha,5.0,0,1,1,2,0,0,0,1,0,0.0,0
32,15488.61242273622,110,884267.7005584686,13,1,Brasil,13.75,0,0,3,4,0,0,0,0,0,0.0,0
47,13296.145770826133,46,1954952.186738186,12,1,EUA,5.0,0,3,1,2,1,0,0,1,2,0.0,0
54,15296.411587422823,83,765340.3768541523,3,2,EUA,5.0,0,6,2,3,1,0,0,1,5,0.0,0
46,11343.402349112905,29,1481717.1864476157,17,1,Brasil,5.0,0,6,3,3,0,0,0,0,3,0.0,0
39,16807.72667815817,70,70501.77314651187,5,2,Brasil,13.75,0,2,3,2,0,1,0,0,1,0.0,0
21,12035.153770528288,109,1392725.8581143229,6,0,Brasil,2.0,0,7,1,1,0,0,1,0,5,0.0,0
37,12231.456189707025,50,1869907.1977298812,13,1,Alemanha,13.75,1,14,4,3,1,1,0,1,10,20945.120817063274,1
49,10937.629466950355,111,771585.5075281054,6,2,EUA,13.75,1,8,3,4,1,0,0,1,4,73874.40702400009,1
53,14737.801910545712,55,52386.67747458964,13,0,Brasil,5.0,0,2,2,1,1,0,1,1,2,0.0,0
67,10315.204733548348,27,65540.51074701286,15,0,Brasil,5.0,0,0,3,2,0,1,0,0,0,0.0,0
21,15905.725508792273,7,1785126.378365067,2,1,Brasil,5.0,1,14,4,3,1,1,0,1,10,48147.4750839589,1
44,7471.403437135973,91,1447807.053121561,11,2,EUA,5.0,0,5,3,4,0,0,0,0,2,0.0,0
34,7604.334981087224,83,222305.90461089386,16,1,Brasil,13.75,0,3,3,4,0,0,0,0,2,0.0,0
29,14749.707020506017,81,118634.65133188116,18,1,Brasil,2.0,0,6,3,2,0,0,0,0,5,0.0,0
39,11645.82314166795,41,1611602.473594804,2,1,EUA,13.75,0,6,2,1,1,0,0,0,4,0.0,0
34,10184.434335387486,11,1621622.6592826645,10,0,Brasil,2.0,0,5,2,3,0,0,0,1,4,0.0,0
27,15560.230929901838,5,249838.4611861775,13,1,Brasil,13.75,1,11,5,4,0,1,1,1,6,72275.13263599643,1
18,9570.954343655661,66,610025.6037383871,8,0,Brasil,13.75,0,3,3,4,1,1,0,0,2,0.0,0
39,11199.19498279852,111,1562251.8685020402,7,1,Brasil,5.0,1,11,3,2,0,0,1,1,7,54849.2071248126,1
43,17596.911800284637,56,1055570.0211984725,16,2,Brasil,13.75,0,3,2,2,0,0,0,1,3,0.0,0
35,18156.5693832426,12,1913603.8728433456,17,1,Brasil,13.75,0,4,3,3,0,0,0,0,1,0.0,0
67,18289.592841081307,42,967314.6642385499,9,2,Brasil,13.75,1,10,4,5,0,0,0,1,7,72388.06700213495,0
31,10871.496892264355,106,1357146.29575537,8,0,Brasil,13.75,0,3,2,3,1,0,0,0,2,0.0,0
64,16922.811619937882,116,1024468.8978257526,5,1,Brasil,5.0,1,12,5,5,1,1,1,1,7,21207.17936658165,1
46,8204.188688925287,75,1886501.336413241,5,2,Brasil,13.75,1,13,5,5,0,1,1,1,7,49209.557672940275,1
29,8372.388501111756,10,803331.5932145417,13,0,Brasil,2.0,1,12,5,4,0,1,1,0,8,70264.82329777567,1
53,2598.1765895025565,28,467294.94580541406,16,0,Brasil,13.75,0,0,1,1,0,0,0,0,1,0.0,0
52,18691.47280759412,7,660001.3819591764,11,1,Brasil,5.0,0,5,2,2,0,1,1,0,3,0.0,0
69,8544.080603695687,14,1707022.656288806,15,1,Brasil,2.0,0,4,3,2,0,0,0,0,3,0.0,0
29,11493.86968101176,77,1000897.7413891455,17,2,EUA,13.75,0,1,3,3,0,0,0,0,0,0.0,0
24,8358.702632286864,69,714962.0839694557,15,1,Brasil,13.75,1,13,4,5,1,1,0,1,8,50704.943710545864,1
46,14780.660993320562,61,1093077.4434008708,12,2,Brasil,13.75,0,6,3,2,0,0,0,0,4,0.0,0
28,10497.465357130639,51,275127.11748091626,4,2,Brasil,5.0,1,10,3,3,0,0,0,1,7,70112.63703623488,1
50,6780.732438268203,42,20665.016204936208,4,0,Brasil,5.0,1,10,3,4,1,0,0,1,5,80399.07032431145,1
23,13766.650256744242,8,568363.5205500466,16,1,Brasil,13.75,0,5,3,4,0,0,0,0,3,0.0,0
64,6265.079900759086,50,1213961.3823692494,15,0,Brasil,13.75,1,10,4,4,1,1,0,1,7,20097.10746416998,1
32,8650.377098738034,1,1426244.7316261607,8,0,Brasil,5.0,1,13,4,5,0,1,1,1,8,16599.808718032633,1
49,3572.443541495677,69,1654955.8230404137,8,2,Brasil,13.75,0,1,1,2,0,0,0,0,0,0.0,0
68,6304.167551209573,11,1854060.4831949945,11,0,Brasil,13.75,0,3,1,1,0,0,1,1,3,0.0,0
28,12714.116678881912,116,830103.5704598884,17,1,Brasil,5.0,0,7,3,3,0,1,0,0,3,0.0,0
40,4141.855847588301,107,1483628.4311193347,3,1,Brasil,2.0,0,5,1,1,0,0,0,0,2,0.0,0
